Entry_no,SubStructure,ESI_adduct,SubStructure_type,Abbrev_name,name,IUPAC,SMILES,formula,monoisotopic_mass,Neut.loss,frag,pos,neg,mass.shift,ref
6,1,0,glucuronide sulfate,[AnhyGLN_177 + SO3],[AnhydroGlucuronide CDHOOD + SO3],"[(4R,5S,6S)-6-carboxy-4,5-dihydroxyoxan-3-yl]oxidanyl; sulfonylideneoxidane",O=S(=O)=O.[O]C1CO[C@@H]([C@@H](O)[C@@H]1O)C(O)=O,C6H9O6.O3S,256.996728,1,0,0,1,255.988909,"Levsen, K. et. al. Structure elucidation of phase II metabolites by tandem mass spectrometry: an overview, Journal of Chromatography A, Volume 1067, Issues 12, 4 March 2005, Pages 55-72, ISSN 0021-9673, http://dx.doi.org/10.1016/j.chroma.2004.08.165."
23,1,0,glucuronide sulfate,[GLN + SO2],[Glucuronide + SO2],"(2S,3S,4S,5R,6R)?3,4,5,6?tetrahydroxyoxane?2?carboxylic acid; (oxo-??-sulfanylidene)oxidane",O=S=O.O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O,C6H10O7.O2S,258.0045531,1,0,1,1,255.988909,"Levsen, K. et. al. Structure elucidation of phase II metabolites by tandem mass spectrometry: an overview, Journal of Chromatography A, Volume 1067, Issues 12, 4 March 2005, Pages 55-72, ISSN 0021-9673, http://dx.doi.org/10.1016/j.chroma.2004.08.165."
24,1,0,glucuronide sulfate,[GLN + SO3],[Glucuronide + SO3],"(2S,3S,4S,5R,6R)?3,4,5,6?tetrahydroxyoxane?2?carboxylic acid;sulfonylideneoxidane",O=S(=O)=O.O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O,C6H10O7.O3S,273.9994677,1,0,1,1,255.988909,"Levsen, K. et. al. Structure elucidation of phase II metabolites by tandem mass spectrometry: an overview, Journal of Chromatography A, Volume 1067, Issues 12, 4 March 2005, Pages 55-72, ISSN 0021-9673, http://dx.doi.org/10.1016/j.chroma.2004.08.165."
26,1,0,glutathione,[GSH AnhydroGlutamic ac],[Glutathione AnhydroGlutamic ac],(2S)-2-amino-5-oxopent-4-enoic acid,N[C@@H](CC=C=O)C(O)=O,C5H7NO3,129.0425931,1,0,1,1,305.068159,"Levsen, K. et. al. Structure elucidation of phase II metabolites by tandem mass spectrometry: an overview, Journal of Chromatography A, Volume 1067, Issues 12, 4 March 2005, Pages 55-72, ISSN 0021-9673, http://dx.doi.org/10.1016/j.chroma.2004.08.165."
27,1,0,glutathione,[GSH AnhydroGlutamic ac-],[Glutathione AnhydroGlutamic ac-],(2S)-2-amino-5-oxopent-4-enoate,N[C@@H](CC=C=O)C([O-])=O,C5H6NO3,128.0353166,0,1,0,1,305.068159,"Levsen, K. et. al. Structure elucidation of phase II metabolites by tandem mass spectrometry: an overview, Journal of Chromatography A, Volume 1067, Issues 12, 4 March 2005, Pages 55-72, ISSN 0021-9673, http://dx.doi.org/10.1016/j.chroma.2004.08.165."
28,1,0,glutathione,[GSH AnhydroGlutamic ac+],[Glutathione AnhydroGlutamic ac+],(1S)-1-carboxy-4-oxobut-3-en-1-aminium,[NH3+][C@@H](CC=C=O)C(O)=O,C5H8NO3,130.0498695,0,1,1,0,305.068159,"Levsen, K. et. al. Structure elucidation of phase II metabolites by tandem mass spectrometry: an overview, Journal of Chromatography A, Volume 1067, Issues 12, 4 March 2005, Pages 55-72, ISSN 0021-9673, http://dx.doi.org/10.1016/j.chroma.2004.08.165."
29,1,0,glutathione,[GSH GluAlaGly],[Glutathione GluAlaGly],(2S)-2-amino-4-{[(1S)-1-[(carboxymethyl)carbamoyl]ethyl]carbamoyl}butanoic acid,C[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O,C10H17N3O6,275.1117353,1,0,1,0,305.068159,"Levsen, K. et. al. Structure elucidation of phase II metabolites by tandem mass spectrometry: an overview, Journal of Chromatography A, Volume 1067, Issues 12, 4 March 2005, Pages 55-72, ISSN 0021-9673, http://dx.doi.org/10.1016/j.chroma.2004.08.165."
30,1,0,glutathione,[GSH GluAlaGly-2H],[Glutathione GluAlaGly-2H],(2S)-2-[(4S)-4-amino-4-carboxybutanamido]-2-[(carboxymethyl)carbamoyl]ethylidene,[CH][C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O,C10H15N3O6,273.0960852,1,0,1,1,305.068159,"Levsen, K. et. al. Structure elucidation of phase II metabolites by tandem mass spectrometry: an overview, Journal of Chromatography A, Volume 1067, Issues 12, 4 March 2005, Pages 55-72, ISSN 0021-9673, http://dx.doi.org/10.1016/j.chroma.2004.08.165."
31,1,0,glutathione,[GSH GluAlaGly-2H-],[Glutathione GluAlaGly-2H-],(2S)-2-[(4S)-4-amino-4-carboxybutanamido]-2-[(carboxymethyl)carbamoyl]ethan-1-id-1-ylidene,[C-][C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O,C10H14N3O6,272.0888088,0,1,0,1,305.068159,"Levsen, K. et. al. Structure elucidation of phase II metabolites by tandem mass spectrometry: an overview, Journal of Chromatography A, Volume 1067, Issues 12, 4 March 2005, Pages 55-72, ISSN 0021-9673, http://dx.doi.org/10.1016/j.chroma.2004.08.165."
32,1,0,glutathione,[GSH GluAlaGly-2H+],[Glutathione GluAlaGly-2H+],(2S)-2-[(4S)-4-amino-4-carboxybutanamido]-2-[(carboxymethyl)carbamoyl]ethylium,[CH2+][C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O,C10H16N3O6,274.1033617,0,1,1,0,305.068159,"Levsen, K. et. al. Structure elucidation of phase II metabolites by tandem mass spectrometry: an overview, Journal of Chromatography A, Volume 1067, Issues 12, 4 March 2005, Pages 55-72, ISSN 0021-9673, http://dx.doi.org/10.1016/j.chroma.2004.08.165."
33,1,0,glutathione,[GSH Glutamine],[Glutathione Glutamine],(2S)-2-amino-4-carbamoylbutanoic acid,N[C@@H](CCC(N)=O)C(O)=O,C5H10N2O3,146.0691422,1,0,1,0,305.068159,"Levsen, K. et. al. Structure elucidation of phase II metabolites by tandem mass spectrometry: an overview, Journal of Chromatography A, Volume 1067, Issues 12, 4 March 2005, Pages 55-72, ISSN 0021-9673, http://dx.doi.org/10.1016/j.chroma.2004.08.165."
34,1,0,glutathione,[GSH Glutamine-],[Glutathione Glutamine-],"(4S)-1,4-diamino-4-carboxybutan-1-olate",NC([O-])CC[C@H](N)C(O)=O,C5H9N2O3,147.0775158,0,1,0,1,305.068159,"Levsen, K. et. al. Structure elucidation of phase II metabolites by tandem mass spectrometry: an overview, Journal of Chromatography A, Volume 1067, Issues 12, 4 March 2005, Pages 55-72, ISSN 0021-9673, http://dx.doi.org/10.1016/j.chroma.2004.08.165."
35,1,0,glutathione,[GSH Glutamine+],[Glutathione Glutamine+],(4S)-4-amino-4-carboxybutanamidium,N[C@@H](CCC([NH3+])=O)C(O)=O,C5H11N2O3,147.0764186,0,1,1,0,305.068159,"Levsen, K. et. al. Structure elucidation of phase II metabolites by tandem mass spectrometry: an overview, Journal of Chromatography A, Volume 1067, Issues 12, 4 March 2005, Pages 55-72, ISSN 0021-9673, http://dx.doi.org/10.1016/j.chroma.2004.08.165."
36,1,0,glutathione,[GSH_Gly-],[Glutathione Glycine-],2-aminoacetate,NCC([O-])=O,C2H4NO2,74.02475195,0,1,0,1,305.068159,"Levsen, K. et. al. Structure elucidation of phase II metabolites by tandem mass spectrometry: an overview, Journal of Chromatography A, Volume 1067, Issues 12, 4 March 2005, Pages 55-72, ISSN 0021-9673, http://dx.doi.org/10.1016/j.chroma.2004.08.165."
37,1,0,glutathione,[GSH_Gly+],[Glutathione Glycine+],carboxymethanaminium,[NH3+]CC(O)=O,C2H6NO2,76.03930486,0,1,1,0,305.068159,"Levsen, K. et. al. Structure elucidation of phase II metabolites by tandem mass spectrometry: an overview, Journal of Chromatography A, Volume 1067, Issues 12, 4 March 2005, Pages 55-72, ISSN 0021-9673, http://dx.doi.org/10.1016/j.chroma.2004.08.165."
38,1,0,glutathione,[GSH_Gly],[Glutathione Glycine],2-aminoacetic acid,NCC(O)=O,C2H5NO2,75.03202841,1,0,1,1,305.068159,"Levsen, K. et. al. Structure elucidation of phase II metabolites by tandem mass spectrometry: an overview, Journal of Chromatography A, Volume 1067, Issues 12, 4 March 2005, Pages 55-72, ISSN 0021-9673, http://dx.doi.org/10.1016/j.chroma.2004.08.165."
39,1,0,glutathione,[GSH],[Glutathione],(2S)-2-amino-4-{[(1R)-1-[(carboxymethyl)carbamoyl]-2-sulfanylethyl]carbamoyl}butanoic acid,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(O)=O)C(O)=O,C10H17N3O6S,307.0838065,1,0,1,0,305.068159,"Levsen, K. et. al. Structure elucidation of phase II metabolites by tandem mass spectrometry: an overview, Journal of Chromatography A, Volume 1067, Issues 12, 4 March 2005, Pages 55-72, ISSN 0021-9673, http://dx.doi.org/10.1016/j.chroma.2004.08.165."
40,1,0,glutathione,[GSH-],[Glutathione-],[(2R)-2-[(4S)-4-amino-4-carboxybutanamido]-2-[(carboxymethyl)carbamoyl]ethyl]sulfanide,N[C@@H](CCC(=O)N[C@@H](C[S-])C(=O)NCC(O)=O)C(O)=O,C10H16N3O6S,306.07653,0,1,0,1,305.068159,"Levsen, K. et. al. Structure elucidation of phase II metabolites by tandem mass spectrometry: an overview, Journal of Chromatography A, Volume 1067, Issues 12, 4 March 2005, Pages 55-72, ISSN 0021-9673, http://dx.doi.org/10.1016/j.chroma.2004.08.165."
41,1,0,glutathione,[GSH+],[Glutathione+],[(2R)-2-[(4S)-4-amino-4-carboxybutanamido]-2-[(carboxymethyl)carbamoyl]ethyl]sulfanium,N[C@@H](CCC(=O)N[C@@H](C[SH2+])C(=O)NCC(O)=O)C(O)=O,C10H18N3O6S,308.0910829,0,1,1,0,305.068159,"Levsen, K. et. al. Structure elucidation of phase II metabolites by tandem mass spectrometry: an overview, Journal of Chromatography A, Volume 1067, Issues 12, 4 March 2005, Pages 55-72, ISSN 0021-9673, http://dx.doi.org/10.1016/j.chroma.2004.08.165."
95,1,0,gly-cysteinyl,[Cys-Gly],[Cys-Gly],,,,178.0412132,1,0,1,1,0.0,Even-electron ions: a systematic study of the neutral species lost in the dissociation of quasi-molecular ions
248,1,0,gly-cysteinyl,[CysGly],[CysGly],,,C5H8N2O3S,176.0255618,1,0,0,1,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
42,1,0,glycine,[Gly-],[Glycine-],2-aminoacetate,NCC([O-])=O,C2H4NO2,74.02475195,0,1,0,1,57.021464,"Levsen, K. et. al. Structure elucidation of phase II metabolites by tandem mass spectrometry: an overview, Journal of Chromatography A, Volume 1067, Issues 12, 4 March 2005, Pages 55-72, ISSN 0021-9673, http://dx.doi.org/10.1016/j.chroma.2004.08.165."
43,1,0,glycine,[Gly+],[Glycine+],carboxymethanaminium,[NH3+]CC(O)=O,C2H6NO2,76.03930486,0,1,1,0,57.021464,"Levsen, K. et. al. Structure elucidation of phase II metabolites by tandem mass spectrometry: an overview, Journal of Chromatography A, Volume 1067, Issues 12, 4 March 2005, Pages 55-72, ISSN 0021-9673, http://dx.doi.org/10.1016/j.chroma.2004.08.165."
44,1,0,glycine,[Gly],[Glycine],2-aminoacetic acid,NCC(O)=O,C2H5NO2,75.03202841,1,0,1,1,57.021464,"Levsen, K. et. al. Structure elucidation of phase II metabolites by tandem mass spectrometry: an overview, Journal of Chromatography A, Volume 1067, Issues 12, 4 March 2005, Pages 55-72, ISSN 0021-9673, http://dx.doi.org/10.1016/j.chroma.2004.08.165."
213,1,0,histidine residue,[Histidine side chain],[Histidine side chain],,,C4H5N2,81.045271,1,0,0,1,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
203,1,0,hydroxyanthraquinones,[H2O+CO+CO],[H2O+CO+CO],,,C2H2O3,74.0003942,1,0,0,0,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
233,1,0,hydroxyanthraquinones,[4CO],[4CO],,,4CO,111.97966,1,0,1,0,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
200,1,0,hydroxycarboxylic acids,[CO2+CO],[CO2+CO],,,C2O3,71.984745,1,0,1,0,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
217,1,0,hydroxytriazines,[HCNO+CH2N2],[HCNO+CH2N2],,,C2H3N3O,85.0276108,1,0,0,1,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
83,1,0,isopropyl derivatives,[C3H7],[C3H7],,,C3H7,43.0547722,1,0,1,0,0.0,Even-electron ions: a systematic study of the neutral species lost in the dissociation of quasi-molecular ions
242,1,0,lysophosphatidic acid,[Lyso_PA],[Lyso_PA],,,C3H7O5P,154.0031102,1,0,1,0,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
254,1,0,lysophosphatidylcholine,[LysoPC_225],[LysoPC_225],,,C7H16NO5P,225.0766056,1,0,0,1,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
247,1,0,lysophosphatidylglycerol,[Lyso_PG_172],[Lyso_PG_172],,,C3H9O6P,172.0136744,1,0,1,0,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
255,1,0,lysophosphatidylglycerol,[LysoPG_228],[LysoPG_228],,,C6H13O7P,228.0398878,1,0,0,1,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
258,1,0,lysophosphatidylinositol,[Lyso_PI_260],[Lyso_PI_260],,,C6H13O9P,260.0297178,1,0,1,0,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
262,1,0,lysophosphatidylinositol,[Lyso_PI_316],[Lyso_PI_316],,,C9H17O10P,316.0559312,1,0,0,1,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
117,1,0,malonic acid ,[Malonyl],[Malonyl],,,,86.000395,1,0,1,1,0.0,Even-electron ions: a systematic study of the neutral species lost in the dissociation of quasi-molecular ions
260,1,0,malonylglucuronide,[MalonylGlc_266],[MalonylGlc_266],,,C9H14O9,266.0637794,1,0,1,0,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
256,1,0,malonylglucuronides,[AnhydromalonylGlc],[AnhydromalonylGlc],,,C9H12O8,248.0532152,1,0,1,0,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
45,1,0,mercapturate,[NAcCys_rad_129],[NAcCysteine  Acetyliminoprop radical],(2-acetamido-1-oxidoprop-1-en-1-yl)oxidanyl,CC(=O)N\C(C)=C(\[O])[O-],C5H7NO3,129.0431417,0,1,0,1,161.014666,"Levsen, K. et. al. Structure elucidation of phase II metabolites by tandem mass spectrometry: an overview, Journal of Chromatography A, Volume 1067, Issues 12, 4 March 2005, Pages 55-72, ISSN 0021-9673, http://dx.doi.org/10.1016/j.chroma.2004.08.165."
46,1,0,mercapturate,[NAcCys_Acetamide_59],[NAcCysteine Acetamide],acetamide,CC(N)=O,C2H5NO,59.03711379,1,0,1,0,161.014666,"Levsen, K. et. al. Structure elucidation of phase II metabolites by tandem mass spectrometry: an overview, Journal of Chromatography A, Volume 1067, Issues 12, 4 March 2005, Pages 55-72, ISSN 0021-9673, http://dx.doi.org/10.1016/j.chroma.2004.08.165."
47,1,0,mercapturate,[NAcCys_kete_88],[NAcCysteine Acetiminoprop-ketene],1-carboxyeth-1-en-1-aminium,[NH3+]C(=C)C(O)=O,C3H6NO2,88.03930486,0,1,1,0,161.014666,"Levsen, K. et. al. Structure elucidation of phase II metabolites by tandem mass spectrometry: an overview, Journal of Chromatography A, Volume 1067, Issues 12, 4 March 2005, Pages 55-72, ISSN 0021-9673, http://dx.doi.org/10.1016/j.chroma.2004.08.165."
48,1,0,mercapturate,[NAcCys_Acetylkete_43],[NAcCysteine Acetylation ketene ELO],ethenylideneoxidanium,C=C=[OH+],C2H3O,43.01784114,0,1,1,0,161.014666,"Levsen, K. et. al. Structure elucidation of phase II metabolites by tandem mass spectrometry: an overview, Journal of Chromatography A, Volume 1067, Issues 12, 4 March 2005, Pages 55-72, ISSN 0021-9673, http://dx.doi.org/10.1016/j.chroma.2004.08.165."
49,1,0,mercapturate,[NAcCys_Acetylkete_42],[NAcCysteine Acetylation ketene],ethenone,C=C=O,C2H2O,42.010565,1,0,1,1,161.014666,"Levsen, K. et. al. Structure elucidation of phase II metabolites by tandem mass spectrometry: an overview, Journal of Chromatography A, Volume 1067, Issues 12, 4 March 2005, Pages 55-72, ISSN 0021-9673, http://dx.doi.org/10.1016/j.chroma.2004.08.165."
50,1,0,mercapturate,[NAcCys_129],[NAcCysteine Acetyliminoprop],Acetyl-2-iminopropionic acid,CC(=O)CC(=N)C(O)=O,C5H7NO3,129.0425931,1,0,1,1,161.014666,"Levsen, K. et. al. Structure elucidation of phase II metabolites by tandem mass spectrometry: an overview, Journal of Chromatography A, Volume 1067, Issues 12, 4 March 2005, Pages 55-72, ISSN 0021-9673, http://dx.doi.org/10.1016/j.chroma.2004.08.165."
51,1,0,mercapturate,[NAcCys_130+],[NAcCysteine Acetyliminoprop+],N-(1-carboxyeth-1-en-1-yl)acetamidium,CC(=O)[NH2+]C(=C)C(O)=O,C5H8NO3,130.0498695,1,0,1,0,161.014666,"Levsen, K. et. al. Structure elucidation of phase II metabolites by tandem mass spectrometry: an overview, Journal of Chromatography A, Volume 1067, Issues 12, 4 March 2005, Pages 55-72, ISSN 0021-9673, http://dx.doi.org/10.1016/j.chroma.2004.08.165."
52,1,0,mercapturate,[NAcCys_163],[NAcCysteine],(2R)-2-acetamido-3-sulfanylpropanoic acid,CC(=O)N[C@@H](CS)C(O)=O,C5H9NO3S,163.0303143,1,0,1,0,161.014666,"Levsen, K. et. al. Structure elucidation of phase II metabolites by tandem mass spectrometry: an overview, Journal of Chromatography A, Volume 1067, Issues 12, 4 March 2005, Pages 55-72, ISSN 0021-9673, http://dx.doi.org/10.1016/j.chroma.2004.08.165."
53,1,0,mercapturate,[NAcCys_164+],[NAcCysteine+],[(2R)-2-carboxy-2-acetamidoethyl]sulfanium,CC(=O)N[C@@H](C[SH2+])C(O)=O,C5H10NO3S,164.0375908,0,1,1,0,161.014666,"Levsen, K. et. al. Structure elucidation of phase II metabolites by tandem mass spectrometry: an overview, Journal of Chromatography A, Volume 1067, Issues 12, 4 March 2005, Pages 55-72, ISSN 0021-9673, http://dx.doi.org/10.1016/j.chroma.2004.08.165."
220,1,0,metal-monosaccharide complexes,[C3H6O3],[C3H6O3],,,C3H6O3,90.0316926,1,0,1,0,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
235,1,0,metal-monosaccharide complexes,[C4H8O4],[C4H8O4],,,C4H8O4,120.0422568,1,0,1,0,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
204,1,0,methionine side chain,[C3H6S],[C3H6S],,,C3H6S,74.0190196,1,0,1,0,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
197,1,0,methionine sulfoxide,[methylsulfenic acid],[methylsulfenic acid],,,CH4OS,63.9982854,1,0,1,0,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
149,1,0,methoxy derivatives,[CH4],[CH4],,,CH4,16.0312984,1,0,0,0,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
183,1,0,"methoxycarboxylic acids, anthraquinones, hydroxycarboxylic acids",[CO+CO],[CO+CO],,,CO+CO,55.98983,1,0,1,0,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
161,1,0,methyl esters,[CH3OH],[CH3OH],,,CH4O,32.0262134,1,0,1,0,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
178,1,0,methyl sufide,[CH4S],[CH4S],,,CH4S,48.0033704,1,0,1,0,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
249,1,0,monogalactosyldiacylglycerol,[MGDG],[MGDG],,,C6H13NO5,179.0793688,1,0,1,0,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
265,1,0,Monogalactosyldiacylglycerol,[MGDG_Na_243],[MGDG_Na_243],,,C9H16O6Na,243.0844536,0,1,1,0,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
246,1,0,n-acetyl-l-lysine side chain,[NAc_Lys_171],[C8H13NO3],,,C8H13NO3,171.08954,1,0,0,1,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
107,1,0,n-acetylglucosamine,[GlcNAc_221],[GlcNAc_221],,,C8H15NO6,221.0899372,1,0,1,1,0.0,Even-electron ions: a systematic study of the neutral species lost in the dissociation of quasi-molecular ions
253,1,0,n-acetylglucosamine,[AnhydroGlcNAc_203],[AnhydroGlcNAc_203],,,C8H13NO5,203.0793688,1,0,1,1,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
185,1,0,n-methyl carbamate,[Methyl isocyanate],[Methyl isocyanate],,,C2H3NO,57.0214628,1,0,1,0,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
187,1,0,naphthoxylcarboxylic acid,[C2H2O2],[C2H2O2],,,C2H2O2,58.0054792,1,0,1,0,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
194,1,0,nitrate group,[HNO3],[HNO3],,,HNO3,62.9956436,1,0,0,1,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
153,1,0,nitrile,[CN],[CN],,,CN,26.003074,1,0,0,0,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
179,1,0,nitroaldehydes,[H2O+NO],[H2O+NO],,,H2NO2,48.0085532,1,0,1,0,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
202,1,0,"nitroaldehydes, nitroaromatics",[NO2+CO],[NO2+CO],,,CNO3,73.987819,1,0,1,1,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
201,1,0,nitroanilines,[NO2+HCN],[NO2+HCN],,,CHNO2,73.0038026,1,0,0,0,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
150,1,0,"nitroaromatic compounds, n-oxides",[OH],[OH],,,OH,17.0027396,1,0,1,1,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
156,1,0,nitroaromatics,[NO],[NO],,,NO,29.997989,1,0,1,1,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
157,1,0,nitroaromatics,[HNO],[HNO],,,HNO,31.0058136,1,0,0,1,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
175,1,0,nitroaromatics,[NO2],[NO2],,,NO2,45.992904,1,0,1,1,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
177,1,0,nitroaromatics,[NO+OH],[NO+OH],,,HO2N,47.0007286,1,0,0,1,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
189,1,0,nitroaromatics,[NO+NO],[NO+NO],,,N2O2,59.995978,1,0,0,0,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
205,1,0,nitroaromatics,[NO+NO2],[NO+NO2],,,N2O3,75.990893,1,0,0,0,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
218,1,0,nitroaromatics,[NO+CO+CO],[NO+CO+CO],,,C2NO3,85.987819,1,0,0,0,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
219,1,0,nitroaromatics,[NO+NO+CO],[NO+NO+CO],,,CN2O3,87.990893,1,0,1,0,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
222,1,0,nitroaromatics,[NO2+NO2],[NO2+NO2],,,N2O4,91.985808,1,0,0,0,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
228,1,0,nitroaromatics,[NO+NO2+CO],[NO+NO2+CO],,,CN2O4,103.985808,1,0,1,0,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
234,1,0,nitroaromatics,[NO2+NO2+CO],[NO2+NO2+CO],,,CN2O5,119.980723,1,0,1,0,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
92,1,0,"nitroaromatics, anthraquinones",[CHO],[CHO],,,,29.00273965,1,0,1,1,0.0,Even-electron ions: a systematic study of the neutral species lost in the dissociation of quasi-molecular ions
186,1,0,"nitroaromatics, hydroxyaldehydes",[NO+CO],[NO+CO],,,CNO2,57.992904,1,0,1,0,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
240,1,0,"nitroaromatics, trinitrocarboxylic acids",[NO2+NO+NO+CO],[NO2+NO+NO+CO],,,CN3O5,133.983797,1,0,0,1,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
119,1,0,nitrogen,[N2],[N2],,,,28.00614801,1,0,1,1,0.0,Even-electron ions: a systematic study of the neutral species lost in the dissociation of quasi-molecular ions
223,1,0,nitrosulfonic acids,[SO2+NO],[SO2+NO],,,NO3S,93.959891,1,0,0,1,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
236,1,0,nitrosulfonic acids,[SO2+NO+NO],[SO2+NO+NO],,,N2O4S,123.95788,1,0,0,1,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
121,1,0,nitrotoluenes,[O],[O],,,,15.99491462,1,0,1,1,0.0,Even-electron ions: a systematic study of the neutral species lost in the dissociation of quasi-molecular ions
