database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	P01-Ltu	P01-LN	P02-Ltu	P02-LN	P03-Ltu	P03-LN	P04-Ltu	P04-LN	P05-Ltu	P05-LN	P06-Ltu	P06-LN	P07-Ltu	P07-LN	P08-Ltu	P08-LN	P09-Ltu	P09-LN	P10-Ltu	P10-LN	P11-Rtu	P11-RN	P12-Rtu	P12-RN	P13-Rtu	P13-RN	P14-Rtu	P14-RN	P15-Rtu	P15-RN	P16-Rtu	P16-RN	P17-Rtu	P17-RN	P18-Rtu	P18-RN	P19-Rtu	P19-RN	P20-Rtu	P20-RN	P21-Rmu	P21-RN	P22-Rmu	P22-RN	P23-Rmu	P23-RN	P24-Rmu	P24-RN	P25-Rmu	P25-RN	P26-Rmu	P26-RN	P27-Rmu	P27-RN	P28-Rmu	P28-RN	P29-Rmu	P29-RN	P30-Rmu	P30-RN
HMDB0028889				Histidylleucine	269.15743				6.824												0.104297109	0.004848142	0.01237004	0.008384488	0.05968705	0.032898983	0.13492808	0.053718944	0.069171558	0.010550231	0.060431651	0.019927235	0.06946463	0.020647159	0.042797428	0.036017326	0.036755825	0.057534634	0.062292544	0.017338197	0.163908207	0.029658891	0.081836679	0.057789251	0.106121505	0.021022687	0.027631929	0.009357723	0.086213926	0.018048738	0.007040302	0.006022887	0.04930318	0.134071347	0.161455866	0.042107805	0.043554514	0.106886539	0.120170134	0.032263137	0.04449823	0.061648097	0.028300876	0.007076839	0.054392818	0.003079498	0.071238918	0.106689227	0.178240165	0.129707497	0.13824612	0.008879402	0.10839667	0.095466205	0.093158911	0.02258748	0.324205489	0.103359384	0.11772307	0.128378722
HMDB0028895				Histidylthreonine	257.12113				8.493												0.041441442	0.003628993	0.010261989	0.003919328	0.018596335	0.02446741	0.034153612	0.019023566	0.013461417	0.009463146	0.012682457	0.007752112	0.018946304	0.008260733	0.011245289	0.013271426	0.012096919	0.018078287	0.012520911	0.006215405	0.081838246	0.010440931	0.031064791	0.014655124	0.010094736	0.006318945	0.031349777	0.001546267	0.012050992	0.005872287	0.008870214	0.013131735	0.017999211	0.053492504	0.052124894	0.018479497	0.013161776	0.007380665	0.08090974	0.008191066	0.003933371	0.006698969	0.038941344	0.035177818	0.019036264	0.01243234	0.012608137	0.074874355	0.027136636	0.044122332	0.01848329	0.007475146	0.01046664	0.018007938	0.017579135	0.001676269	0.107421386	0.064203624	0.054797937	0.045740521
HMDB0028897				Histidyltyrosine	319.13581				7.795												0.022310399	0.003384924	0.003210598	0.001083879	0.015002044	0.007703633	0.021081696	0.008373779	0.021571762	0.001927299	0.014713801	0.002125085	0.020323017	0.014530376	0.02771714	0.009113086	0.021216288	0.008917295	0.013767193	0.007754187	0.093055101	0.050085371	0.029311693	0.018359845	0.038243165	0.024094817	0.007141573	0.001925569	0.022004103	0.001459176	0.001708252	0.001247718	0.005670499	0.016942598	0.031468853	0.018954509	0.0067025	0.030472168	0.082615748	0.023113635	0.012212863	0.010300569	0.010125287	0.008696285	0.043703637	0.003275162	0.037443333	0.056474186	0.05904859	0.035671118	0.022430866	0.001222287	0.076298833	0.028531578	0.044316534	0.00358667	0.057496831	0.009273165	0.021301096	0.017838154
HMDB0005767				Homoanserine	255.14195				6.756												0.129492963	0.009418713	0.033408203	0.024443491	0.039582091	0.117218303	0.081774063	0.084149253	0.047832656	0.095349945	0.05022035	0.065050647	0.061963358	0.020066081	0.042204293	0.043015516	0.054174994	0.052424797	0.081921094	0.025318631	0.37582272	0.10923994	0.120425168	0.057357507	0.051173665	0.020842947	0.091876402	0.027909646	0.083493075	0.082211384	0.044644242	0.043134456	0.206793709	0.355903199	0.15799572	0.053412127	0.12236827	0.093387033	0.280726391	0.053651297	0.035481934	0.058314592	0.084215599	0.042688158	0.139831596	0.020811192	0.040787586	0.23072622	0.251960908	0.192591176	0.0918863	0.026336942	0.103062855	0.099274119	0.136092651	0.036725721	0.665118629	0.288286867	0.166639113	0.282016213
HMDB0000670				Homoarginine	189.13224				8.338												0.317901804	0.166667354	0.166129105	0.131972977	0.54779358	0.33956393	0.192619206	0.194386319	0.308903643	0.292903228	0.252665486	0.157757407	0.407955869	0.380395507	0.268844713	0.221694039	0.257682495	0.194932464	0.220692485	0.207784388	0.390607618	0.180286814	0.230100474	0.311560564	0.202196116	0.217669292	0.127165408	0.051137329	0.254852624	0.09008651	0.117714557	0.14174673	0.25358829	0.238199833	0.292462921	0.22242417	0.090208572	0.229897002	0.307667793	0.124652576	0.104083067	0.08011004	0.335030166	0.206244495	0.129748211	0.012337034	0.283628951	0.19910595	0.15917177	0.133434767	0.219110093	0.081198413	0.147231287	0.181682574	0.111944635	0.068062985	0.39266058	0.208782611	0.135222538	0.073784774
HMDB0000965				Hypotaurine	110.02529				5.72												0.263944109	0.067079727	0.204123215	0.078897602	0.502193974	0.100222653	0.404170176	0.115740842	0.568432081	0.080591456	0.663657673	0.086702792	1.034232284	0.12963339	0.337802301	0.115705108	0.239176997	0.090912188	0.720274485	0.129191536	0.316293709	0.104665271	0.148600056	0.121814172	0.667454323	0.099402047	0.51600169	0.046995306	0.92142136	0.048204896	0.126412667	0.047048195	0.15127707	0.145844476	1.442147758	0.180405547	0.167492201	0.485080126	0.510186264	0.149799178	0.162991005	0.061219406	0.328294745	0.184385315	0.158221903	0.005228023	1.057868266	0.157286225	0.24164715	0.066399547	0.384406654	0.043012465	0.475622024	0.143903933	0.455752451	0.108880918	0.140224752	0.047086451	0.075042699	0.0636787
HMDB0000738				Indole	118.06315				1.729												0.043874649	0.089566601	0.050708068	0.05342607	0.047585359	0.082570566	0.040972266	0.046132471	0.045801672	0.058715076	0.054352137	0.066594996	0.051778103	0.061010671	0.050056566	0.057601988	0.045725225	0.050132135	0.056394446	0.048955984	0.079253729	0.080183924	0.045394922	0.047240961	0.097079011	0.078613117	0.068612704	0.090897865	0.048513739	0.071734102	0.08428858	0.080726006	0.045885781	0.055492639	0.049961114	0.064661875	0.073899101	0.153562402	0.057951942	0.074871159	0.075480974	0.075245807	0.056396082	0.080446658	0.060360134	0.069176365	0.079830504	0.068589736	0.110118892	0.075645246	0.059133785	0.064104182	0.057845782	0.079978254	0.083383285	0.097603089	0.05929381	0.060021957	0.069954766	0.069654383
HMDB0245764				Isoindole	118.06324				2.236												0.07251976	0.039106686	0.041086647	0.03280774	0.064964366	0.058891023	0.118500646	0.10256076	0.069289768	0.036328489	0.098629405	0.054272524	0.108093071	0.051339653	0.098942297	0.081719661	0.07780705	0.060738767	0.136696417	0.067787311	0.1113023	0.049518841	0.243402039	0.116446249	0.104047263	0.040331183	0.065642568	0.045546914	0.142699899	0.06956256	0.040926409	0.032705962	0.235817619	0.358143651	0.14985286	0.056693559	0.046572779	0.15602936	0.136784205	0.083042035	0.165833695	0.131212057	0.067149364	0.067795777	0.124964387	0.046048311	0.056556526	0.07936258	0.15760135	0.069601612	0.239168208	0.058196063	0.110404688	0.096881402	0.102315098	0.046719744	0.500768187	0.191628482	0.128263855	0.131606835
HMDB0028910				Isoleucyl-Isoleucine	245.18282				0.938												0.018199284	0.006173122	0.001999105	0.002859494	0.007173374	0.004524291	0.044165629	0.015124788	0.010968229	0.002417971	0.020564817	0.003650659	0.025174125	0.013361106	0.0321682	0.025664528	0.012059808	0.009955175	0.042867539	0.005243386	0.027541306	0.037556845	0.010452255	0.02339279	0.061985504	0.031432793	0.010761248	0.003045312	0.070086118	0.003956026	0.004513587	0.003046414	0.002426339	0.014368601	0.028150274	0.013744547	0.003903825	0.082789075	0.024628637	0.040037954	0.033472032	0.008686647	0.00519305	0.008615635	0.04667158	0.024155765	0.019939538	0.026342518	0.224847976	0.085656411	0.026825286	0.00099509	0.066995316	0.092505598	0.050593053	0.014623993	0.034001578	0.011421734	0.073118538	0.131301058
HMDB0028911				Isoleucyl-Leucine	245.18266				1.392												0.374317292	0.00749816	0.038123061	0.020091548	0.138699723	0.025484903	0.29880023	0.319381067	0.138747871	0.02182011	0.19886383	0.047912778	0.279864321	0.290046049	0.19363095	0.499625787	0.167258367	0.096087229	0.149228821	0.06807664	0.312370105	0.095912643	0.272161146	0.209155241	0.232360144	0.18114318	0.110254719	0.026142131	0.15403067	0.072029774	0.041366657	0.018242085	0.040046318	0.248580568	0.285712325	0.209627198	0.066842898	0.207566225	0.319749795	0.215968759	0.097148689	0.18578945	0.149668504	0.067001985	0.221797485	0.011888331	0.135580514	0.406167857	0.586721145	0.682401633	0.208335057	0.031145161	0.322452112	0.395460623	0.323154296	0.073247584	0.709730727	0.300786209	0.825311054	0.368598707
HMDB0028934				Isoleucyl-Lysine	260.19366				5.611												0.039597403	0.003859824	0.001056296	0.000872943	0.029905397	0.022163549	0.078807383	0.016249283	0.022754144	0.000886589	0.023014305	0.000954373	0.062632067	0.006517546	0.023295529	0.015401781	0.022494272	0.024362497	0.029286972	0.006619168	0.066903698	0.00593483	0.022855637	0.019188696	0.028036867	0.005701117	0.004841761	0.0019899	0.067235014	0.001231369	0.002081149	0.001049707	0.004430357	0.01266456	0.133576225	0.008170945	0.002079152	0.005717665	0.17926485	0.004701634	0.010813799	0.008891978	0.018079398	0.001544235	0.017849033	0.000705533	0.023080176	0.038678033	0.079815355	0.051159756	0.014069569	0.000725149	0.030350172	0.025956426	0.045841798	0.00223742	0.164348144	0.010778019	0.063814188	0.051350075
HMDB0000684				Kynurenine	209.08886				2.394												0.339695395	0.021337683	0.043653217	0.010793187	0.224519523	0.075519274	0.48299968	0.092393261	0.25584756	0.028503983	0.294839954	0.016607628	0.874613245	0.08439464	0.611554124	0.218607438	0.33088773	0.223036721	1.043069154	0.101075569	0.39953848	0.100459403	0.494039174	0.359692836	0.705145329	0.135474569	0.063644141	0.009623078	0.433978669	0.108934193	0.150895783	0.016041112	0.521262639	0.431301626	1.464174314	0.098688641	0.03601456	0.381294299	0.647801853	0.125260699	1.303670562	0.220475807	0.366622683	0.091871976	0.337501821	0.044334091	0.163572805	0.19429233	0.660727753	0.175126296	0.950072139	0.035707885	0.462788373	0.343707672	0.291223092	0.029282037	1.38770189	0.147838355	1.305033486	0.270703086
HMDB0011166				L-beta-aspartyl-L-leucine	247.1256				4.337												0.085484104	0.066929732	0.028728886	0.028659685	0.035180768	0.049224293	0.066322407	0.07070517	0.047992853	0.045297606	0.044626004	0.046946307	0.057952064	0.039441971	0.041542164	0.06442052	0.03679709	0.02777015	0.057914665	0.031089135	0.122503249	0.055270109	0.096402586	0.051523588	0.072591364	0.036346241	0.054233931	0.050216179	0.055773847	0.015967345	0.033864327	0.038078962	0.035664235	0.081090352	0.068542501	0.049847972	0.090054631	0.098738353	0.093561494	0.052780981	0.046578872	0.055390775	0.032595594	0.033124426	0.077111377	0.009463237	0.038266868	0.113093931	0.170372354	0.136442606	0.080999022	0.013642974	0.085765261	0.071756623	0.084964601	0.061760122	0.479529372	0.192085496	0.112892444	0.163161727
HMDB0028912				Leucyl-Lysine	260.19363				7.125												0.07662416	0.003972819	0.005253909	0.003248261	0.014422557	0.022515756	0.031698936	0.039013036	0.055944554	0.005198799	0.035637533	0.005884401	0.033300901	0.02675591	0.02968552	0.011499985	0.025137947	0.016980565	0.022191972	0.008467737	0.231459404	0.018178373	0.047531674	0.030510165	0.02818584	0.027807074	0.012660863	0.005610663	0.027581916	0.008227945	0.00234887	0.002569626	0.01370109	0.077701094	0.049239626	0.030062461	0.028356798	0.05190677	0.11391599	0.033987483	0.018892061	0.032095336	0.028281586	0.018417739	0.018333281	0.004489956	0.038171773	0.091661584	0.099811889	0.070089321	0.039259461	0.002553296	0.069080198	0.060372142	0.059868853	0.010129192	0.240146893	0.071941946	0.042704534	0.07159844
HMDB0028940				Leucyl-Tryptophan	318.17672				1.654												0.01688349	0.002778789	0.001901542	0.00256539	0.032696448	0.036931557	0.031535439	0.107282608	0.01567403	0.001819088	0.018919066	0.001517255	0.022834128	0.033306847	0.013922099	0.082540603	0.041644799	0.055302229	0.027715247	0.066151228	0.013308199	0.052202737	0.0094985	0.022474832	0.014569461	0.019950568	0.005633272	0.002106426	0.012964565	0.004783481	0.003170766	0.003310973	0.002526597	0.011282899	0.018897275	0.021141091	0.001644312	0.005314721	0.024285386	0.00751936	0.004841557	0.021013914	0.014108766	0.005205749	0.027200074	0.000836605	0.009343287	0.031686705	0.014312067	0.015099807	0.005462118	0.002755686	0.010064529	0.015841601	0.014740356	0.001742928	0.032507776	0.009877224	0.026582321	0.026830904
HMDB0000182				Lysine	130.08437				9.068												5.340408103	0.980710537	2.789453179	1.814069475	5.460767295	5.466398589	7.927039739	7.175384141	5.683839826	3.618207758	8.939760514	4.826228089	8.683536721	4.438141971	6.847360796	5.489734293	6.512960044	5.082646652	12.11016359	7.039384812	6.462402743	2.423698204	11.38737683	7.176668682	5.661134209	2.553321416	4.550250637	1.310810441	10.0989446	2.093988409	1.268221082	1.076007936	12.12489687	17.0256377	11.09512442	3.95992348	1.999191083	3.735658942	8.731898558	5.403545178	9.157514335	5.487567278	5.942152061	2.723866947	7.533666623	1.842214258	4.406460641	6.640609183	7.185641488	4.38120726	20.11170468	3.293672368	12.51056918	8.221617934	6.541336022	1.510889867	28.29734031	12.75359078	9.84395855	6.612493222
HMDB0010379				LysoPC(14:0/0:0)	468.30155				0.907												0.092324668	0.033097671	0.137294303	0.080311386	0.071944378	0.047507556	0.13524617	0.066971541	0.07723646	0.005107762	0.191522454	0.03203437	0.317517546	0.054441484	0.111695986	0.090767203	0.107881224	0.104747021	0.128127301	0.065047322	0.008611984	0.067338461	0.116341096	0.056504934	0.088817364	0.038888514	0.60136905	0.14634684	0.289039897	0.011354331	0.392422746	0.122322196	0.021113306	0.048172971	0.138382915	0.129552125	0.020729097	0.707644242	0.053840595	0.120957826	0.208402028	0.064923504	0.091546096	0.112519774	0.042955527	0.015023999	0.101318534	0.031650649	0.246201663	0.046548915	0.538243897	0.016424709	0.163771841	0.097414894	0.136461937	0.032514895	0.049005456	0.009950916	0.113362581	0.035615254
HMDB0010407				LysoPC(P-16:0/0:0)	480.33752				0.886												0.114501269	0.05898649	0.131407108	0.1352835	0.045661043	0.034409053	0.06465667	0.040932247	0.067141976	0.010164443	0.461669132	0.39621841	0.516892064	0.071164985	0.274678704	0.103910482	0.06292914	0.124588185	0.128530886	0.037789286	0.02751787	0.023037357	0.098621646	0.139588313	0.194301384	0.06256071	0.527962642	0.165389193	0.238176002	0.061852499	0.439930792	0.114779565	0.160549017	0.188581457	0.143047925	0.166292018	0.078450372	0.718125761	0.109439088	0.328491522	0.205947667	0.358687368	0.110718253	0.086264228	0.06095978	0.121404964	0.041363115	0.029717447	0.431177392	0.136718224	0.398759562	0.037911676	0.105831892	0.160592917	0.093057119	0.061316473	0.06536389	0.050199566	0.54437872	0.352867238
HMDB0240603				LysoPS(18:1(9Z)/0:0)	524.28999				1.175												0.020802538	0.002632458	0.027898599	0.02860801	0.003257819	0.004076183	0.016804122	0.004239454	0.010339845	0.002071903	0.012435903	0.006726723	0.044251688	0.01239456	0.018890488	0.009886443	0.010653301	0.010065905	0.018624032	0.0107185	0.007157077	0.002061926	0.012210752	0.009682765	0.015682545	0.006479856	0.03747874	0.041053647	0.028621053	0.003843654	0.074715109	0.048893391	0.004173355	0.007781485	0.017313349	0.021134437	0.001808397	0.094510905	0.01185839	0.0224037	0.015142484	0.008874231	0.009891216	0.01092327	0.018905481	0.003618552	0.005647682	0.005313141	0.036509867	0.008147917	0.039048681	0.003178833	0.014361702	0.012501824	0.008766861	0.00381738	0.013209336	0.00392321	0.043937422	0.015082602
HMDB0028959				Lysylproline	244.16238				9.071												0.160584329	0.004527999	0.031361559	0.006358716	0.11108745	0.076640238	0.143445466	0.080089523	0.048585728	0.008045785	0.071631708	0.017179502	0.078914339	0.021873844	0.055423887	0.040603327	0.048803018	0.045780147	0.05553661	0.032507801	0.241466356	0.026626136	0.102300324	0.069252857	0.058188668	0.017608479	0.065167172	0.001744588	0.083952646	0.014376981	0.003288315	0.003811763	0.040486495	0.104763716	0.253741426	0.066397042	0.050920116	0.101575828	0.232438331	0.040645773	0.038116578	0.031963805	0.048683552	0.012064844	0.176538333	0.112467207	0.059270769	0.473809553	0.133690762	0.159030806	0.083844661	0.039556494	0.074062811	0.091071909	0.172847069	0.012324573	0.766136628	0.373204469	0.538326447	0.252630644
HMDB0028960				Lysylserine	234.14171				9.767												0.022055153	0.013955559	0.006151213	0.005717176	0.010479788	0.014910895	0.016640687	0.025763177	0.009313505	0.011217136	0.012305164	0.008557518	0.019565204	0.046810042	0.023592415	0.040948299	0.015848904	0.019835301	0.021675423	0.011139919	0.054571975	0.038116506	0.0225782	0.027485484	0.046533807	0.031029614	0.016545544	0.012538903	0.021506763	0.022895544	0.019421838	0.01236654	0.005171972	0.019359634	0.058537967	0.033476142	0.017046859	0.045530677	0.044973375	0.028245172	0.019874222	0.033516292	0.0103392	0.010177172	0.023807976	0.033037173	0.02177912	0.160203151	0.177681063	0.109739401	0.038499102	0.015249306	0.077731702	0.094976375	0.106821376	0.022599541	0.053590557	0.050589692	0.06041159	0.121276137
HMDB0028961				Lysylthreonine	248.15732				9.482												0.020610694	0.003172906	0.001257614	0.000831884	0.005480277	0.012355799	0.009738692	0.014646565	0.007936489	0.001146569	0.005770113	0.004562149	0.008900301	0.008924976	0.008351652	0.013910527	0.006365188	0.014173867	0.014027628	0.00599806	0.058676298	0.016444279	0.017691494	0.026147744	0.020751886	0.021154541	0.004614961	0.002551312	0.010511034	0.010551967	0.005165572	0.002338527	0.007917109	0.025804379	0.048821733	0.024520748	0.007102153	0.014376928	0.044138418	0.012285781	0.009809688	0.019048189	0.006478679	0.004720453	0.023223941	0.042369569	0.01570751	0.236909071	0.169186652	0.176095716	0.043149112	0.011309926	0.047008108	0.090444244	0.135833755	0.009962317	0.131613152	0.089885633	0.175827403	0.161766584
HMDB0028964				Lysylvaline	246.17805				9.271												0.858093249	0.006300511	0.019958044	0.009940459	0.115528698	0.185980223	0.294282456	0.024913456	0.017175634	0.010101363	0.138765753	0.15413964	0.020811045	0.032012024	0.022753432	0.007962813	0.015948156	0.006533628	0.014096392	0.038403344	0.152185247	0.072314076	0.141480448	0.074826852	0.01252799	0.011263136	0.192639893	0.010911965	0.040759592	0.014092268	0.002965154	0.006706155	0.036262008	0.127697896	0.024544832	0.00552521	0.056162606	0.043630108	0.154129701	0.024982834	0.015300258	0.007920981	0.266495035	0.087849477	0.14390589	0.069563235	0.027600474	0.058137554	0.151960202	0.194638852	0.042131603	0.003668063	0.0343047	0.036498388	0.01686202	0.001823299	0.107912287	0.064780724	1.417698875	0.040876916
HMDB0240588				Myristoleoylcarnitine	370.29015				0.874												0.062154136	0.174378423	0.033887112	0.030928107	0.058192086	0.013331069	0.085825992	0.017899394	0.069495538	0.015705112	0.120126324	0.072565699	0.422813715	0.057272374	0.670817146	0.162129817	0.02623743	0.063676268	0.404048566	0.020255542	0.034418447	0.051603409	0.056976916	0.042157472	0.69735677	0.267374743	0.048433373	0.139062184	0.549299833	0.166991198	0.19314965	0.050286575	0.162201627	0.088172079	0.179678687	0.024151944	0.263733332	1.01904413	0.053011604	0.088706597	0.597087255	0.08643246	0.078021163	0.134410526	0.09902348	0.243645377	0.143050927	0.007435082	0.12359837	0.052296431	0.081302074	0.116246585	0.439083311	0.273672668	0.297957825	0.350137382	0.073866412	0.013182273	0.23359182	0.023867908
HMDB0041947				N1,N8-Diacetylspermidine	230.18311				2.624												0.303640931	0.02915499	0.247537045	0.160460528	0.5090891	0.645818746	1.479573449	0.257885889	0.314629919	0.08499576	0.338583548	0.096230063	0.467818106	0.096493962	0.445955684	0.222749794	0.420675404	0.197313261	0.445597684	0.348046802	0.626747588	0.366395688	1.376492347	0.298472377	0.270528777	0.123109572	1.910293119	0.289167744	2.023589856	0.055304	0.066868017	0.03576498	0.15832039	0.412484909	0.558780236	0.191716624	0.055110139	1.380868718	2.187590037	0.389777857	1.0585638	0.370831045	0.351620942	0.14493702	0.42596464	0.204422626	0.667609514	0.368189575	23.13205975	0.341285542	1.740762975	0.065908194	1.026378615	0.256837373	0.83537567	0.034658477	0.948887069	0.198459175	3.068631572	0.198313674
HMDB0001276				N1-Acetylspermidine	188.1729				8.876												20.25298966	0.843044365	6.399176475	2.118611599	13.95505713	8.577720111	19.43868974	6.082124914	18.68660052	1.224917095	10.71901373	1.620437582	25.7573641	3.664282854	12.72530363	4.784496953	16.1406434	9.915771483	27.64189414	8.469599359	21.21873363	4.855775218	48.65252256	11.33935506	15.30104272	5.064403871	17.23755876	2.851068937	86.13241741	1.735665753	3.132348496	1.591615625	3.235272116	3.981296145	25.06720035	6.924375574	1.154590296	29.27202077	55.00248556	13.31660652	35.66807761	9.10220531	12.43488581	3.569910718	10.40279978	0.701724127	14.67734624	7.216163326	198.5037016	6.822296425	47.46699756	1.330308927	33.65867402	9.146003219	20.76744264	1.310127359	22.88353973	3.594564769	39.90774209	5.746155724
HMDB0003357				N2-Acetylornithine	175.105				1.727												0.105334376	0.004070381	0.004227343	0.002916467	0.044873073	0.018855518	0.122315826	0.072016955	0.053835909	0.003075861	0.052614614	0.004318006	0.098896225	0.019826853	0.037154501	0.038346878	0.032233548	0.050526482	0.069064375	0.010293152	0.071411504	0.0167885	0.045803858	0.048288478	0.073591168	0.024991177	0.012410681	0.004148537	0.074534953	0.008309062	0.00789022	0.001758565	0.008222387	0.034289851	0.205793439	0.064918055	0.006898732	0.112953861	0.224302355	0.047486543	0.060110558	0.043512181	0.034788654	0.003238653	0.045680895	0.00949583	0.068709654	0.204664775	0.284101861	0.205796301	0.055809832	0.001831591	0.091208433	0.145480284	0.098815973	0.008462336	0.289411297	0.064728699	0.208523661	0.185961262
HMDB0001325				N6,N6,N6-Trimethyl-L-lysine	189.15693				8.339												2.835230118	0.437874265	1.43524351	0.871834019	2.143784712	1.206960293	2.814696174	1.216212275	1.817040477	0.656183288	1.796945677	0.639591478	2.064561416	0.851523065	2.074763153	1.140340609	2.084143759	1.229546724	2.471167232	1.453139828	2.850612764	1.043673966	3.085011773	1.475980915	1.628494265	0.97247247	2.465646494	0.310652691	2.703379328	0.507493982	0.690246755	0.696236824	1.228601628	2.670276451	2.691001079	1.059850226	0.451383633	1.317919687	2.343745964	1.059657237	1.653850133	0.89020289	1.28139773	1.426733614	1.325332319	0.378165129	0.891658498	0.918543208	1.371257941	0.868935699	2.053010349	0.296189575	1.118333827	0.900790723	1.171969536	0.268996848	2.028507491	0.731625222	1.835845374	0.532584152
HMDB0000206				N6-Acetyl-L-lysine	189.12057				4.765												0.056649203	0.033600999	0.03946621	0.016348352	0.020490859	0.021171873	0.034442742	0.028134374	0.019422711	0.029590908	0.042585936	0.065557029	0.031290117	0.060704727	0.029776252	0.026225852	0.033921852	0.025143338	0.069628227	0.029318935	0.045466165	0.029911251	0.055670784	0.043026723	0.045251353	0.039196574	0.044562824	0.027071362	0.029026395	0.081142096	0.02518286	0.011512284	0.039650699	0.059557278	0.061101542	0.017516427	0.053407264	0.111882007	0.079345454	0.054144807	0.055716191	0.044973838	0.017816622	0.033614881	0.05954266	0.022908538	0.016247351	0.031915962	0.06348588	0.077201538	0.099866219	0.029607657	0.104896584	0.072415173	0.058940941	0.045242893	0.12744386	0.058083825	0.088603633	0.070713619
HMDB0002189				N8-Acetylspermidine	188.17301				9.17												1.678567342	0.554515061	0.612184412	0.558337813	1.262247777	1.47776179	2.129673948	1.155404972	1.000265146	0.550244522	1.304595226	0.561296288	1.59541318	0.462809146	1.247913107	0.96687293	1.334008927	0.929021146	1.511970803	1.024542265	2.655427116	1.155562115	3.404108003	1.310467065	1.156679361	0.671957159	1.90466699	0.924400724	4.650816976	0.486061697	0.506633476	0.374272404	0.659684996	0.763529512	2.458831077	0.811765936	0.670491351	3.680709768	3.969608881	1.39421171	2.259079441	1.020673833	1.445113584	0.702500505	1.270722505	0.203600285	1.207827356	0.805767228	9.075289823	1.042789916	3.431364959	0.412887154	2.491469736	1.269491724	1.988318879	0.454788596	1.560803431	0.696150098	2.325591276	0.8058231
HMDB0000214				Ornithine	133.09523				9.312												0.334424036	0.121934912	0.14134234	0.133084117	0.346812763	0.168864218	0.433870963	0.240024311	0.272029991	0.220323515	0.497400333	0.379298578	0.200847261	0.134572649	0.484492744	0.252477319	0.299797105	0.165330233	0.415977091	0.396705602	0.428991468	0.295806793	0.679264262	0.390282784	0.361831198	0.168806791	0.202805125	0.053063907	0.543558043	0.122948282	0.056653048	0.032337123	0.204944761	0.378555004	0.346872696	0.175198522	0.203861175	0.337273088	0.683504338	0.227428208	0.605441396	0.32526742	0.313324535	0.196294487	0.658064065	0.13520825	0.295206776	0.277178057	0.316777185	0.219718256	0.833718813	0.150285722	0.489203993	0.21635287	0.131805035	0.061277577	0.888890996	0.326844881	0.741581106	0.133701004
HMDB0062517				Pentadecanoylcarnitine	386.3213				0.827												0.013952862	0.010083866	0.006542905	0.013725425	0.009359257	0.008139716	0.009574215	0.004717478	0.008436582	0.004008279	0.037400923	0.019042461	0.050949535	0.012513202	0.082280356	0.027158816	0.009422101	0.01465205	0.033210549	0.004995369	0.007125598	0.005023632	0.019836178	0.013636623	0.15742128	0.040942383	0.022653569	0.061193586	0.118504385	0.021243568	0.073857202	0.014656646	0.016515011	0.014450221	0.027628038	0.039125864	0.019600333	0.45443293	0.008520692	0.022454275	0.123834068	0.034625332	0.01237183	0.029797508	0.01627711	0.005273741	0.063134462	0.00282283	0.022536694	0.005601293	0.045794127	0.012653555	0.082746794	0.075853821	0.048137875	0.038404895	0.005099442	0.002459853	0.106027617	0.014093186
HMDB0001565				Phosphocholine	184.07063				10.797												10.19456691	21.03244872	19.2364637	13.34052833	16.30748635	25.38805023	24.91587106	26.39286797	42.53175486	15.1472423	27.33659622	9.636669883	40.30532606	15.70807943	30.85207949	17.51850395	24.55084105	20.41144611	57.03725555	22.67366766	44.54160966	23.80917515	24.73089035	17.33072871	27.29239157	11.65698033	62.42734873	14.76879931	71.67289098	9.070793338	16.18536387	19.07985159	9.263332485	11.99976504	26.49612728	18.28507334	16.5767624	84.91384737	10.14539595	16.80377757	45.95347817	38.05812178	37.97528336	37.02929465	1.547657295	0.743836255	76.36335629	28.09492407	42.48252278	13.36562153	25.44244821	4.139979887	17.18799512	22.40691118	5.590075419	18.34395161	24.47762578	9.903449854	17.72575117	19.66700612
HMDB0004827				Proline betaine	144.09987				4.59												0.312915875	0.163260122	0.866871247	0.806611489	0.32661045	0.194116462	4.127805206	0.372867269	0.495787989	0.299773691	0.475224422	0.982736273	0.146708722	0.096429583	0.435305108	0.34784572	0.274697397	0.143160475	0.184185341	0.241822368	0.224382748	0.255737895	0.546146308	0.131780952	0.327207762	0.205981684	0.432799241	0.236068672	0.687337515	0.125023468	0.193342993	0.096440913	0.207150711	0.710173163	0.231247039	0.240642092	0.24055801	0.618894755	0.575756218	0.854985975	0.648552424	0.662676722	0.863905755	0.311580788	0.833400289	0.276132084	0.25540081	0.428793927	0.357288275	0.310823168	0.417366093	0.114400004	0.98007863	0.340950591	0.250286382	0.151235351	0.620914355	0.398483318	1.989954291	0.609218046
