database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	P01-Ltu	P01-LN	P02-Ltu	P02-LN	P03-Ltu	P03-LN	P04-Ltu	P04-LN	P05-Ltu	P05-LN	P06-Ltu	P06-LN	P07-Ltu	P07-LN	P08-Ltu	P08-LN	P09-Ltu	P09-LN	P10-Ltu	P10-LN	P11-Rtu	P11-RN	P12-Rtu	P12-RN	P13-Rtu	P13-RN	P14-Rtu	P14-RN	P15-Rtu	P15-RN	P16-Rtu	P16-RN	P17-Rtu	P17-RN	P18-Rtu	P18-RN	P19-Rtu	P19-RN	P20-Rtu	P20-RN	P21-Rmu	P21-RN	P22-Rmu	P22-RN	P23-Rmu	P23-RN	P24-Rmu	P24-RN	P25-Rmu	P25-RN	P26-Rmu	P26-RN	P27-Rmu	P27-RN	P28-Rmu	P28-RN	P29-Rmu	P29-RN	P30-Rmu	P30-RN
HMDB0003282				1-Methylguanine	166.07216				3.668												0.012637617	0.001116377	0.021489117	0.004770832	0.021895028	0.009483181	0.07129627	0.037183801	0.008307339	0.002837232	0.013930403	0.004333633	0.046973025	0.012520648	0.067336817	0.017964583	0.012736549	0.008703953	0.07690929	0.038821829	0.004020821	0.001664158	0.062970254	0.050763906	0.021347762	0.005042638	0.028164248	0.002338118	0.019414918	0.004380206	0.001258236	0.001116113	0.018891803	0.016601162	0.037820737	0.010268386	0.010036847	0.00289986	0.023246161	0.017441195	0.037356035	0.013538005	0.005200527	0.002336623	0.031399052	0.003163169	0.004247064	0.005552082	0.076092678	0.011363275	0.102803824	0.003977949	0.015123132	0.0044504	0.010463583	0.003529472	0.02924452	0.007215329	0.055673965	0.006397326
				2-Aminobutyric acidȘ 2-Aminoisobutyric acid	104.07032				0.851												0.048702879	0.021784479	0.037870234	0.026840151	0.040756146	0.023746798	0.047347043	0.025709846	0.022516539	0.009152473	0.026498572	0.009968725	0.021399776	0.015250785	0.026771318	0.022584139	0.023257441	0.020985945	0.02538362	0.014079508	0.027283962	0.016287354	0.038874359	0.022985959	0.020123673	0.014515731	0.022785699	0.011427826	0.024945782	0.007695128	0.019102045	0.04883531	0.018868567	0.016434065	0.023602876	0.008540344	0.041001634	0.011087683	0.016185161	0.011314001	0.015897616	0.012862875	0.011785911	0.008085748	0.014163764	0.004217227	0.015282599	0.014355017	0.024512566	0.011528995	0.038036686	0.005113172	0.035878849	0.020340204	0.022374673	0.006092446	0.030122952	0.009374476	0.007974858	0.008138779
HMDB0002641				2-Hydroxycinnamic acid	165.05439				1.439												0.162340088	0.228710006	0.269537925	0.140302299	0.139373021	0.209803323	0.350605623	0.306962235	0.170889892	0.349492376	0.300258301	0.382507284	0.23293796	0.301423243	0.245972244	0.26860005	0.210653852	0.200909368	0.184631019	0.343897833	0.096573189	0.168728915	0.657875632	0.244801713	0.401350757	0.213796024	0.219332162	0.320570783	0.415770273	0.3250038	0.166256026	0.150514652	0.969048873	0.851846654	0.336514847	0.162529876	0.247110063	0.980972337	0.315862072	0.338516165	0.275645656	0.183464556	0.102953462	0.252831054	0.995980999	0.923610969	0.148885413	0.143972812	0.278816049	0.237045	2.281747094	0.712911877	0.320673905	0.276766907	0.181599652	0.275251614	2.203862734	0.635291702	0.378146175	0.19131923
HMDB0010715				2-Phenylacetamide	136.07558				1.431												0.16672129	0.243460247	0.271821494	0.144747035	0.144886178	0.216634102	0.356744811	0.323628459	0.176741599	0.364345249	0.310463484	0.403182886	0.248134889	0.32590463	0.26363045	0.291580021	0.231843137	0.223568781	0.202641645	0.376934891	0.105967662	0.189367629	0.726824774	0.276699135	0.451728407	0.244916527	0.250603767	0.372361432	0.474538379	0.370642505	0.182561294	0.163344108	1.113569446	0.971412498	0.393376314	0.193978808	0.293608424	1.154299895	0.37522723	0.405839058	0.32476513	0.21782166	0.124221425	0.302458696	1.178294538	1.119854206	0.179722965	0.176497224	0.334487091	0.287563328	2.715614904	0.858183316	0.388708025	0.341112986	0.224374845	0.342887356	2.679421034	0.777627952	0.465330536	0.233842409
HMDB0000393				3-Hexenedioic acid	145.04934				1.029												0.222236967	0.09711841	0.049858385	0.021740862	0.051315898	0.096024484	0.110038539	0.056275728	0.09664187	0.05210785	0.075853217	0.033553324	0.167467712	0.048635672	0.05148877	0.038730644	0.055721219	0.044252781	0.106620713	0.051581067	0.039449964	0.035192345	0.054015521	0.044883244	0.175877084	0.049260799	0.077451513	0.047523958	0.45677662	0.031569373	0.027666352	0.022637065	0.030921722	0.02721018	0.124593651	0.040664103	0.119425543	0.132610493	0.05787331	0.060859509	0.059451267	0.023166152	0.026565061	0.034558099	0.080192965	0.043258841	0.052478602	0.017373722	0.049040485	0.042992244	0.33972786	0.0481063	0.066822662	0.069247871	0.032410917	0.049860113	0.09748071	0.030145678	0.055958408	0.01889965
HMDB0013339				3-Hydroxy-11Z-octadecenoylcarnitine	442.35142				10.487												0.221224423	0.035335695	0.058073585	0.069958643	0.671476495	0.498991184	0.101513995	0.152216072	0.456854218	0.24468257	0.058681705	0.01669733	0.406556246	0.14581158	0.05677507	0.027449145	0.081970696	0.079345965	0.114065032	0.065037702	0.483709446	0.100937867	0.054517164	0.11404853	0.17255826	0.021738975	0.012621493	0.015415747	0.108845879	0.02034189	0.095385551	0.097937975	0.053311607	0.077068739	0.051680765	0.031690317	0.180152362	0.143871844	0.191647373	0.337055009	0.081939473	0.030700595	0.188250068	0.067906502	0.068202424	0.007907503	0.604990296	0.055902072	0.01790904	0.03564429	0.016547681	0.016239572	0.102336641	0.082348111	0.101160411	0.037713016	0.302266219	0.184963852	0.102697736	0.01926077
HMDB0013333				3-Hydroxy-9-hexadecenoylcarnitine	414.3205				10.081												0.032047094	0.008229127	0.032450141	0.010061142	0.311256266	0.161274441	0.088673572	0.066842688	0.414975712	0.123479283	0.027381969	0.002514759	0.16138391	0.063173679	0.026754045	0.010242217	0.029644486	0.023108131	0.054291642	0.024286464	0.259610936	0.052907026	0.038508339	0.025508755	0.097184407	0.01097598	0.002975564	0.002902575	0.07143232	0.00525284	0.020564136	0.021089228	0.015339172	0.021194682	0.030787445	0.010682347	0.06345745	0.059313482	0.134495695	0.122890784	0.028277166	0.00521266	0.077356488	0.02157415	0.016587292	0.007553184	0.222421426	0.013147071	0.005374043	0.005336108	0.007746493	0.004474795	0.031698252	0.023828238	0.023537067	0.011036866	0.126178546	0.033130893	0.044826286	0.003499736
HMDB0013336				3-Hydroxyhexadecanoylcarnitine	416.33607				10.35												0.217833513	0.029587552	0.069467643	0.039379548	0.865977491	0.73062267	0.136703512	0.179385913	0.942939991	0.165000729	0.149710458	0.013055192	0.715719859	0.231599512	0.121535115	0.039580087	0.108186849	0.115613139	0.247349771	0.096135376	0.769401994	0.143555458	0.090898646	0.141027769	0.282187953	0.023581158	0.014026416	0.012868335	0.129242717	0.014000103	0.120588983	0.118267355	0.059281974	0.048382946	0.073977835	0.040834407	0.285519096	0.09149121	0.25706784	0.317883918	0.118439978	0.033411535	0.170255508	0.069733807	0.076379994	0.004983975	1.090082083	0.08400421	0.030004538	0.027095921	0.030853706	0.008808284	0.098531188	0.088123537	0.09632474	0.028708871	0.429016483	0.147105605	0.134394579	0.036696103
HMDB0061189				3-Hydroxyvalerylcarnitine	262.16536				2.877												0.086597148	0.138985707	0.031822693	0.052942958	0.182290444	0.159234793	0.052161512	0.087544505	0.07956042	0.116250721	0.09098366	0.147166147	0.455905913	0.168238975	0.149065562	0.118158981	0.242886199	0.282929279	0.165698891	0.109918829	0.095980013	0.070642934	0.084962647	0.12151792	0.394672271	0.142409164	0.061295641	0.055587501	0.205526176	0.071106354	0.101992017	0.070989413	0.111682302	0.17305567	0.183468467	0.105358606	0.300095691	0.117910471	0.058769196	0.085643722	0.217622221	0.09038756	0.18445029	0.06328407	0.134340067	0.043032814	0.420813128	0.115644207	0.200014405	0.094749048	0.106887565	0.037121602	0.251853773	0.186800392	0.176679633	0.107938127	0.048881648	0.062341784	0.033964492	0.027670095
HMDB0003464				4-Guanidinobutanoic acid	146.09216				1.098												0.014789504	0.103922115	0.07141853	0.051313853	0.020865955	0.048536713	0.022845402	0.046371288	0.027169814	0.076500586	0.017363198	0.08405781	0.015771823	0.058784197	0.01830473	0.032197323	0.032678675	0.024159353	0.018549588	0.073914089	0.004047281	0.025166372	0.096854668	0.017989811	0.017031099	0.025838361	0.011083439	0.087363219	0.036123197	0.076806218	0.006796445	0.029345938	0.028956797	0.034814413	0.013700374	0.017556487	0.013624927	0.087282345	0.008523853	0.023813876	0.006057523	0.010692305	0.007673164	0.037971546	0.072283124	0.122380268	0.005871776	0.013104501	0.013633122	0.016720449	0.060167522	0.066821976	0.015451775	0.012223635	0.010573176	0.062692613	0.030139695	0.035738075	0.005910406	0.017896127
HMDB0013207				9-Hexadecenoylcarnitine	398.32567				10.394												2.155483177	0.184221336	0.153436384	0.135423919	3.404257176	1.893666352	0.622659975	0.36234558	0.835894461	0.833340538	0.094541428	0.053148064	2.993443444	0.525989833	0.487371136	0.082727358	0.381446011	0.356738035	1.002929534	0.42647389	0.904953268	0.514742095	0.865398399	0.840206269	1.942674896	0.234441016	0.027722678	0.07587293	0.74206396	0.10338931	0.35572018	0.235381974	0.18506893	0.358342112	0.379385814	0.127982705	1.70008099	1.663836525	1.118664936	1.401096708	0.551899792	0.090183003	0.251497646	0.108605249	0.215977524	0.022310246	1.209864878	0.170308801	0.094120382	0.1119114	0.162961563	0.223506137	0.440177477	0.255441714	0.697875575	0.284423077	1.72055994	0.530037733	0.81638362	0.022136101
HMDB0000201				Acetyl-L-carnitine	204.1228				1.074												2.417090213	18.46416888	3.770706917	3.735165229	3.111219127	6.484172618	3.524957474	2.754426254	2.822615607	12.76581553	3.773488678	8.430717386	2.993143714	4.516408268	2.423112334	3.259007683	2.97602489	2.874038698	1.543762027	4.08082942	2.184073695	5.521417374	4.012347412	2.613929675	6.231103765	4.959965874	2.968052624	9.257795141	5.403984735	6.393875411	3.177243236	4.116466282	6.123240262	5.421730616	2.502697874	2.36797627	3.004337386	32.34240549	3.026104352	4.700203339	2.414749989	1.753493928	2.409177734	6.790176175	8.75525692	7.796837745	4.22805448	0.663297926	1.640016843	2.0003053	7.519573531	9.416871121	4.888989039	4.231902713	1.907101422	8.134739612	7.349903148	3.868910538	2.205310024	0.66845021
HMDB0000034				Adenine	136.06149				0.897												0.14491389	0.04839836	0.047282965	0.028449815	0.030996013	0.02874725	0.052325259	0.033837032	0.089014697	0.040284942	0.076224378	0.049132952	0.0440211	0.03287676	0.054947389	0.013570632	0.056236231	0.050786073	0.055885066	0.034584828	0.081873414	0.031312955	0.087329801	0.047483662	0.026389165	0.04069929	0.096097595	0.0463624	0.082172387	0.034424018	0.045517268	0.034220944	0.087951062	0.047432922	0.059375975	0.047195372	0.141531664	0.079545796	0.065225696	0.056278689	0.084964095	0.098215268	0.104661688	0.074931051	0.040301863	0.011649719	0.171301965	0.051343066	0.031504629	0.024361629	0.076276656	0.046108099	0.080857646	0.057245319	0.077295323	0.086060082	0.018454787	0.052050599	0.018111857	0.014364163
HMDB0000161				Alanine	90.05471				0.801												0.107290204	0.176407646	0.082384941	0.08322236	0.133674531	0.106956915	0.123739484	0.139091815	0.123946129	0.108717874	0.125006181	0.117478199	0.086522707	0.057471058	0.086776998	0.066328481	0.096955155	0.094369785	0.115445832	0.085349799	0.068725679	0.056916993	0.122043648	0.074483586	0.046710086	0.032548389	0.09401967	0.060186116	0.075774947	0.035587949	0.048484479	0.051143568	0.115461698	0.075082317	0.080617254	0.037719998	0.093645727	0.051916931	0.041049971	0.055891657	0.084251406	0.066154545	0.047511624	0.049364707	0.025773516	0.016646719	0.066824559	0.059881018	0.059257156	0.028979599	0.079652743	0.022834661	0.075042755	0.051272636	0.047772859	0.05974958	0.076432323	0.05583774	0.043420467	0.041745166
HMDB0028690				Alanylisoleucine	203.13894				4.126												0.183849207	0.017551	0.014350701	0.010163062	0.075983663	0.030019255	0.156954078	0.323175899	0.378176726	0.061822764	0.106900564	0.084651976	0.179429576	1.565612352	0.554891293	1.626224038	0.167318722	0.092928423	0.269472295	0.245586073	1.739915128	2.438999413	0.252318179	0.831409826	0.467808483	1.198185883	0.039141691	0.010529656	0.235691631	0.268536362	0.019820892	0.011888604	0.512390992	0.28154746	0.384601499	0.401298879	0.530405348	0.214105999	0.243759621	0.825532917	0.27074277	0.62667967	0.072403278	0.336199384	0.325657479	0.015860402	0.164001428	2.031619313	1.089056312	1.989039804	0.184086519	0.030887095	0.526075797	1.292154537	0.569976756	0.341977802	0.406245281	0.525849506	0.300744689	1.736901288
HMDB0028691				Alanylleucine	203.13897				3.783												0.019282434	0.001081332	0.001543752	0.001733636	0.015112302	0.012610942	0.011394849	0.01352699	0.013800896	0.00133831	0.016568425	0.003053826	0.012236426	0.0096769	0.008739186	0.008492056	0.013140991	0.008381385	0.015258155	0.010094554	0.061364006	0.010186923	0.01953696	0.012845244	0.020717564	0.014581212	0.003707859	0.001300955	0.008553841	0.004072041	0.00084028	0.001052773	0.044729741	0.006669314	0.027934765	0.007855703	0.022144513	0.012648513	0.061135348	0.009245133	0.007565591	0.00962169	0.010923382	0.003706477	0.018990538	0.000937008	0.007057456	0.019310586	0.032064661	0.026129795	0.009653361	0.00253615	0.021269764	0.016522154	0.015253159	0.00730531	0.123646109	0.028886055	0.044198754	0.022282589
HMDB0028695				Alanylproline	187.10744				1.48												0.012089242	0.002981184	0.006203174	0.008106861	0.021206893	0.007258854	0.014726136	0.014582265	0.009818348	0.010446347	0.019785573	0.012661559	0.013392139	0.013067344	0.013985345	0.00802849	0.01965013	0.006391042	0.016413406	0.025161147	0.00802911	0.011401373	0.030242087	0.010363347	0.015361706	0.010300984	0.015101417	0.008593428	0.0254439	0.020408952	0.004468274	0.001453572	0.038372149	0.037011427	0.020697308	0.010248721	0.012577047	0.047907767	0.0175096	0.012509833	0.009436321	0.004472563	0.00388061	0.00628911	0.035005899	0.002905544	0.014827543	0.009344983	0.014368756	0.015383393	0.118931451	0.008863017	0.022421172	0.01296135	0.012824474	0.014891348	0.248095733	0.023775183	0.01853021	0.008027288
HMDB0000510				Aminoadipic acid	162.07577				1.03												2.989754487	0.132480909	0.517111477	0.097531921	0.445136132	0.422094904	1.394298495	0.647287725	1.239850209	0.068538977	0.866803566	0.041049266	2.095507924	0.440134408	0.59488731	0.347319679	0.573920703	0.438240827	1.276403781	0.388314414	0.404832704	0.151669425	0.484627523	0.408024229	1.824766957	0.319350573	0.746298961	0.109462334	4.933717169	0.060846499	0.164107287	0.048819136	0.099029627	0.084374887	1.294798246	0.358617939	1.157248657	0.206004127	0.501829199	0.452809092	0.512540288	0.170663219	0.188890742	0.074545375	0.483932256	0.067086947	0.385348604	0.138675541	0.42637522	0.334333324	2.999259151	0.075516106	0.470179184	0.528789546	0.219384616	0.196860892	0.632915796	0.150811762	0.439992373	0.14390993
HMDB0004080				Anandamide	348.28698				11.322												0.414623415	0.078204727	0.184177011	0.143275507	0.38490695	0.173584795	0.276858322	0.120756018	0.211027691	0.125616607	0.053911854	0.020459673	0.99033087	0.296518311	0.149391653	0.025567302	0.073052266	0.066082214	0.256364926	0.066482226	0.083232922	0.025244987	0.173152053	0.210212001	0.113747603	0.035235726	0.047029219	0.019342736	0.040459025	0.016524236	0.042743334	0.053187751	0.032679579	0.034247131	0.057773874	0.035319229	0.283444816	0.048925248	0.094638261	0.640771818	0.202787761	0.034121836	0.042498156	0.020151942	0.072829477	0.047114377	0.072860908	0.099088344	0.063640201	0.079041829	0.121274672	0.026180372	0.055151178	0.038737038	0.122579379	0.019556965	0.266843498	0.149331916	0.145288524	0.070359504
HMDB0028744				Asparaginyl-Valine	232.12927				1.68												0.033978013	0.002547163	0.002203834	0.001599168	0.01862016	0.016342598	0.032199348	0.02010927	0.015651926	0.003919713	0.019430231	0.004593789	0.028582024	0.008711077	0.015878841	0.016034854	0.021969174	0.015911625	0.024111972	0.008441454	0.097557871	0.020826155	0.034210731	0.020475626	0.022512882	0.012307621	0.011541993	0.002951163	0.025000526	0.010292523	0.004108607	0.002821574	0.114106232	0.031712912	0.058432163	0.025173346	0.053386597	0.018862587	0.083993554	0.020543072	0.020666114	0.017337429	0.016586875	0.006983333	0.115594478	0.004723411	0.018370691	0.06970267	0.07763469	0.062379412	0.029585781	0.006879862	0.040214001	0.039257096	0.053944645	0.012856338	0.404191813	0.14439275	0.123156101	0.087729624
HMDB0001539				Asymmetric dimethylarginine	203.15001				0.847												0.042561247	0.013291109	0.022203169	0.013360437	0.031409828	0.01791937	0.053958534	0.072955355	0.016186252	0.012273607	0.034280914	0.020373362	0.073944599	0.018144987	0.061702359	0.038076451	0.034786218	0.029885537	0.075169303	0.029688992	0.029157829	0.013238524	0.027638191	0.033917517	0.036323634	0.010451346	0.041286969	0.010397332	0.067517327	0.025089308	0.015864784	0.009016379	0.051154396	0.056888208	0.134299198	0.012639987	0.030311187	0.009847192	0.045067741	0.038540832	0.0554611	0.038230901	0.019685999	0.010494268	0.044528938	0.017140405	0.00821517	0.018238157	0.021823591	0.016165074	0.043161901	0.015587723	0.023605776	0.02343702	0.058568942	0.010476114	0.037592231	0.017338092	0.051494479	0.04811357
HMDB0002013				Butyrylcarnitine	232.15433				4.064												3.720740204	5.267772841	1.401363328	3.192902686	4.880076	4.359620928	7.918891154	2.624223958	3.624572092	3.961062251	4.473654658	3.030349957	2.7607201	1.112351991	2.516405302	2.114904343	2.896868915	1.676025966	1.214402169	0.851931292	4.621894873	3.406746948	2.879908725	4.193903755	6.629328367	4.092720167	5.083858793	4.550567683	7.30607229	1.67530779	4.072915216	2.633563122	3.971960244	3.061127232	3.505385716	1.63021358	5.127001606	5.19735589	4.515634433	3.247673766	3.684184156	3.598844868	5.832802878	2.484748271	2.500729075	0.183278954	3.523029702	0.93229203	1.255023681	2.760223714	3.482255401	1.217634207	3.636613236	4.644937496	3.182294721	2.03950779	4.279133563	2.994694893	2.831545325	1.072088903
HMDB0011761				Cer(d18:0/18:0)	568.56486				12.168												0.002977077	0.00472447	0.006337012	0.00315593	0.012807106	0.015931296	0.004410934	0.005680259	0.006830145	0.012010754	0.000686729	0.001157544	0.004837296	0.004084734	0.000826642	0.000846956	0.002039735	0.001729077	0.002252523	0.003374127	0.003363483	0.002944885	0.002810216	0.001821818	0.001764715	0.001683774	0.003447648	0.000891254	0.006918116	0.001030457	0.001430767	0.011013218	0.001890253	0.000795513	0.00162966	0.013742048	0.058127947	0.004525322	0.015457635	0.201694369	0.09028983	0.005695161	0.008979907	0.010419256	0.002519449	0.002924308	0.034719725	0.106926628	0.01172605	0.008262341	0.006331926	0.000969933	0.009313342	0.034329855	0.016041539	0.001079919	0.104045269	0.038930032	0.010672705	0.048439582
HMDB0002014				cis-5-Tetradecenoylcarnitine	370.29448				9.901												0.372033909	0.097776369	0.13525055	0.065656208	2.877248219	0.585106602	0.827522323	0.269589202	1.305663027	0.753982523	0.054321403	0.025138914	1.984226089	0.205327896	0.404095929	0.061650258	0.132776699	0.143172563	0.694732005	0.190909197	0.473074441	0.291668621	0.544357922	0.145654689	0.843237361	0.088170453	0.011508549	0.023992202	0.298900859	0.044609076	0.082801099	0.057701573	0.076808932	0.120132432	0.338373186	0.044373698	0.883427231	0.740696576	0.693006026	0.615427624	0.30630039	0.031345561	0.202500528	0.06360105	0.112655947	0.010757271	0.438870249	0.054848389	0.074935862	0.061006454	0.095140152	0.080627856	0.204302328	0.086362308	0.265055513	0.109742796	1.690352608	0.176771728	0.422149667	0.010590862
HMDB0000064				Creatine	132.07666				1.179												0.063877458	0.572831571	0.065506537	0.109650548	0.096497613	0.260487982	0.134842773	0.11652771	0.100638388	0.522434693	0.067533466	0.199525083	0.112173438	0.228901499	0.069673868	0.044807251	0.206892014	0.1096749	0.049574012	0.214467905	0.012288962	0.066263492	0.398547195	0.062874828	0.052858717	0.059932691	0.019393041	0.103382073	0.039838249	0.092853801	0.022726213	0.065015251	0.115268675	0.12982927	0.022432161	0.034603309	0.055649859	0.432650529	0.042608109	0.064935181	0.028860586	0.043586522	0.032487533	0.087614481	0.079719918	0.038078754	0.05237586	0.024734095	0.032065865	0.020933123	0.364965959	0.131875312	0.081021318	0.064894062	0.018994761	0.490966609	0.145378963	0.083973979	0.005591035	0.019007353
HMDB0000630				Cytosine	264.11932				0.867												0.015343259	0.002051363	0.016317324	0.004653126	0.016366489	0.004573656	0.020431649	0.006049705	0.015291688	0.000875873	0.028369046	0.001248889	0.018802425	0.001832351	0.013960239	0.001608971	0.013212631	0.004909901	0.019339687	0.004390512	0.036102044	0.005180611	0.011231468	0.004731912	0.027987298	0.004645533	0.012617636	0.001978482	0.07534935	0.003323953	0.00734216	0.001816648	0.005186339	0.033318897	0.04798304	0.005883201	0.021007539	0.002266486	0.018533413	0.014166386	0.013304698	0.006470723	0.037948262	0.004384482	0.010908013	0.001344119	0.012047092	0.005723691	0.018419109	0.004199554	0.018675459	0.000573554	0.019613071	0.016649248	0.04432859	0.001047558	0.01997361	0.003083103	0.023814087	0.006118897
HMDB0002250				Dodecanoylcarnitine	344.27897				9.615												0.313731149	0.076561906	0.101190335	0.054301968	1.978979819	1.861916276	0.518829218	0.151771882	1.332563135	0.603517121	0.045704246	0.020383382	1.645369557	0.149999556	0.37639989	0.053345861	0.12527908	0.103526271	0.497466371	0.205281162	0.390288126	0.286859468	0.364905441	0.117958083	0.716994943	0.366754158	0.015414156	0.029859022	0.203317344	0.024369009	0.07732508	0.069684911	0.078401878	0.104970391	0.24343802	0.046368751	0.55519103	0.354785397	0.569929955	0.436133728	0.236821744	0.03276722	0.097031181	0.033243136	0.058125888	0.005718157	0.493447224	0.043782994	0.081629492	0.048362325	0.122815739	0.041216719	0.129354961	0.089284099	0.419142077	0.160881662	1.283843846	0.172197621	0.41262069	0.021520173
HMDB0006318				Gamma-linolenyl carnitine	422.32505				10.303												0.131249756	0.035692745	0.029053038	0.023676911	0.242599547	0.197733681	0.109538666	0.088659457	0.237840587	0.095023356	0.016438498	0.013897174	0.203980205	0.115678118	0.037191975	0.010607084	0.048382781	0.036447564	0.052603598	0.058444871	0.175652291	0.057107911	0.086331831	0.110407985	0.180291138	0.056973728	0.004681299	0.024068832	0.023287287	0.020996694	0.050778048	0.059752836	0.034034448	0.038140621	0.029110042	0.030501899	0.128671193	0.162997069	0.226461012	0.16600748	0.047434338	0.019746919	0.06615405	0.02166638	0.024108191	0.00374996	0.117619205	0.022503913	0.01215198	0.018085489	0.024935518	0.031850247	0.077084201	0.03611848	0.080607934	0.02315993	0.356714975	0.074234976	0.081345127	0.002985706
HMDB0003764				Glutamylalanine	219.09733				1.021												0.006367556	0.014151054	0.006351988	0.005723334	0.011637478	0.027444394	0.008654447	0.023154288	0.005903212	0.01364973	0.016378332	0.046930028	0.008535697	0.031091692	0.010790382	0.03042238	0.019402809	0.042527386	0.006649391	0.012550315	0.003023929	0.013102145	0.015032274	0.005912666	0.01061138	0.024150478	0.003110734	0.00422452	0.004077307	0.032054725	0.002354212	0.005505633	0.048932167	0.067536517	0.011710053	0.008892607	0.004105857	0.022826801	0.017001967	0.03928348	0.005043514	0.003394773	0.004628725	0.022127263	0.028604253	0.021548711	0.003715781	0.008837273	0.006178323	0.008177256	0.053015227	0.033724764	0.010392337	0.015151182	0.006901575	0.022082421	0.025609546	0.024795761	0.033990209	0.005571963
HMDB0028847				Glycyl-Methionine	207.07966				1.853												0.024397989	0.002339885	0.001830308	0.000995171	0.007204169	0.003676883	0.013127791	0.010160779	0.024079196	0.007879875	0.01341053	0.007842624	0.014597643	0.012863679	0.019343782	0.019587439	0.013361264	0.014142069	0.018448051	0.007032711	0.025065995	0.013755213	0.041213237	0.024659198	0.020378964	0.013413688	0.002875671	0.002741312	0.017031188	0.017999859	0.011065239	0.004034454	0.078311279	0.028671049	0.057687004	0.024013788	0.047909193	0.010745562	0.030774847	0.021661471	0.020274019	0.032623674	0.012104708	0.007626255	0.014619617	0.004155664	0.014957181	0.097277795	0.075691583	0.053386419	0.069230526	0.006661887	0.048656292	0.06450792	0.100106139	0.015398836	0.170813038	0.129072739	0.068567811	0.095836845
HMDB0028853				Glycyltyrosine	239.1028				1.89												0.039906033	0.00488208	0.003051912	0.002940761	0.008988861	0.011108316	0.037325037	0.04890087	0.017536248	0.027527933	0.013083039	0.024097853	0.017101669	0.053597673	0.019000286	0.065270923	0.014085748	0.030523902	0.018636437	0.008755407	0.031883888	0.025610248	0.035532298	0.034160756	0.033174883	0.031251132	0.011493975	0.003665291	0.027533836	0.071095961	0.024264218	0.006196135	0.194771414	0.067751499	0.130734028	0.049461733	0.04936169	0.033302749	0.082839615	0.044173337	0.018193124	0.047634414	0.026421336	0.0165432	0.05711675	0.01959005	0.021184022	0.248452689	0.171200388	0.13402495	0.099484445	0.023017604	0.072529337	0.126312998	0.168377784	0.048636854	0.329152338	0.256430839	0.184873642	0.387775524
HMDB0028854				Glycylvaline	175.10746				1.847												0.03614702	0.002217265	0.007883064	0.00489408	0.010890005	0.014268443	0.028007796	0.015816801	0.015977066	0.010080489	0.019718137	0.012473106	0.01281595	0.008062194	0.010620219	0.008661015	0.0113317	0.011600991	0.016866973	0.008646757	0.099697525	0.028869234	0.037555003	0.024992824	0.013434016	0.006779286	0.011892827	0.006068846	0.018554297	0.013378583	0.008848339	0.006872419	0.209745185	0.048819403	0.054611564	0.018069092	0.052912706	0.054503305	0.09288299	0.015725046	0.012289372	0.011319805	0.019597069	0.013738698	0.059174313	0.008405424	0.018795477	0.057578399	0.075270802	0.068096457	0.043582611	0.021939083	0.049769642	0.034895802	0.044709971	0.016864869	0.473823286	0.169260882	0.171565225	0.084673465
HMDB0000132				Guanine	152.05638				1.987												1.168162714	2.033707348	0.179744811	0.218829971	0.360971105	0.499671478	0.339042201	0.3617865	0.337559708	1.286925912	0.501324239	1.47861747	0.585114754	0.170050499	0.420843866	0.492438314	0.35760487	0.616718854	0.448292243	0.184685763	0.453653421	0.686638711	0.545343372	0.462429863	0.751835666	0.25937943	0.617906722	0.305175943	0.57162382	1.423778948	0.895445606	0.465416468	1.363117834	0.957885424	0.868202402	0.463410516	1.277887747	1.627037655	0.781184339	0.749231293	0.526671265	0.612418429	1.686672489	0.903238849	0.371853487	0.376531712	0.596816041	1.830793895	0.992234509	0.88563761	1.618463909	0.702093981	0.95118106	0.718097288	2.73764695	2.05565267	1.264525775	7.131584495	2.092199117	4.415755889
HMDB0000133				Guanosine	284.09916				2.023												0.453118639	1.556014299	0.127457811	0.155648526	0.263507142	0.36268632	0.24351412	0.262734523	0.257273719	1.05868519	0.376949449	1.141126163	0.424392614	0.198553434	0.293940739	0.358715359	0.253367827	0.447239024	0.318059071	0.128157672	0.316191359	0.497959672	0.369368571	0.316859443	0.283642297	0.178162176	0.435958265	0.220085027	0.393485743	1.002851487	0.619556529	0.317800202	0.877565608	0.634652861	0.543534706	0.288481135	0.840451099	1.126831406	0.497726166	0.481761587	0.329133137	0.379596337	1.092785927	0.547840911	0.22275373	0.230860395	0.358610855	1.162765657	0.599155633	0.547740545	0.959343571	0.423289897	0.548135193	0.750019696	1.645226061	1.229345642	0.731526282	4.567519689	1.219443706	2.695723958
